id,label,subject,sa_score,sa_is_spam,sa_prediction,fired_rules,error
nazario_phishing-2023_35,phishing,Month End Statement Fee Deducted,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_42,phishing,Warning Notifications | Undelivered Messages,3.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,URI_CLOUDFLAREIPFS,URI_IPFS",
nazario_phishing-2023_41,phishing,File on OneDrive for your review !!!,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_50,phishing,Wir haben Ihr Konto vorübergehend gesperrt,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_49,phishing,Error Occured: Failure in Mail Delivery jose@monkey.org,0.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG",
nazario_phishing-2023_51,phishing,[SPAM] Verify Your Email,6.1,1,phishing,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,URI_FIREBASEAPP,URI_IPFSIO,URI_IPFS",
nazario_phishing-2023_54,phishing,SharePoint send you file for your review and approval,2.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,PYZOR_CHECK",
nazario_phishing-2023_55,phishing,[SPAM] SharePoint send you file for your review and approval,2.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,PYZOR_CHECK",
nazario_phishing-2023_58,phishing,Yourwallet,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,TVD_PH_BODY_ACCOUNTS_PRE",
nazario_phishing-2023_52,phishing,[Important Notice] Your MetaMask wallet will be suspended,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,TVD_PH_BODY_ACCOUNTS_PRE",
nazario_phishing-2023_57,phishing,Attention: Password Expired Notice At 02/15/2023 04:11:52 pm,0.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG",
nazario_phishing-2023_63,phishing,monkey.org Update Required,3.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,MXG_EMAIL_FRAG,URI_IPFSIO,URI_IPFS",
nazario_phishing-2023_60,phishing,[SPAM] URGENT NOTICE,6.2,1,phishing,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,SUBJ_ALL_CAPS,NO_RELAYS,URG_BIZ,URI_PHISH",
nazario_phishing-2023_62,phishing,monkey.org Update Required,3.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,MXG_EMAIL_FRAG,URI_IPFSIO,URI_IPFS",
nazario_phishing-2023_67,phishing,Attention: Approved Certificate for jose@monkey.org ref ID:_00Df218t5m._5004P25OlCU:ref,3.5,0,legitimate,"NO_RECEIVED,NO_RELAYS,URI_NOVOWEL,MXG_EMAIL_FRAG,URI_DWEBIPFS,URI_IPFS",
nazario_phishing-2023_65,phishing,jose@monkey.org received a share document via Onedrive,2.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,URI_IPFS",
nazario_phishing-2023_70,phishing,Attention Required!!!,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_71,phishing,Pending Delivery 📦 #859307,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_72,phishing,Pending Delivery 📦 #320215,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_68,phishing,Email Password Update Required For jose@monkey.org,3.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,URI_DWEBIPFS,URI_IPFS",
nazario_phishing-2023_69,phishing,Information: Email Account Status Report jose@monkey.org,3.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,URI_FIREBASEAPP",
nazario_phishing-2023_75,phishing,Notification: Your jose@monkey.org POP / SMTP settings are incorrect,2.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,MXG_EMAIL_FRAG,URI_IPFS",
nazario_phishing-2023_73,phishing,monkey.org Server - Password Expired,0.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG",
nazario_phishing-2023_76,phishing,Your MetaMask wallet will be suspended,1.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,TVD_PH_BODY_ACCOUNTS_PRE,URI_PHP_REDIR",
nazario_phishing-2023_80,phishing,ACCOUNT WARNING: Undelivered mails jose@monkey.org Kindly rectify,0.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,MXG_EMAIL_FRAG",
nazario_phishing-2023_79,phishing,It's a Match!,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_82,phishing,monkey.org Server - Password Expired,0.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG",
nazario_phishing-2023_83,phishing,"Reminder: View Benefit Handbook for Thursday, April 27, 2023",-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_84,phishing,"Reminder: View Benefit Handbook for Thursday, April 27, 2023",0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_85,phishing,RE: Expired Password Notification 5/1/2023 6:43 PM,3.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,URI_IPFSIO,URI_IPFS",
nazario_phishing-2023_89,phishing,Update Mail Password,3.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,URI_DWEBIPFS,URI_IPFS",
nazario_phishing-2023_86,phishing,WebMail Account jose@monkey.org will expire on 04/05/2023,1.6,0,legitimate,"NO_RECEIVED,NO_RELAYS,DEAR_EMAIL,MXG_EMAIL_FRAG,TVD_PH_BODY_ACCOUNTS_PRE",
nazario_phishing-2023_88,phishing,You have 14 undelivered pending emails,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_92,phishing,Admin Report for jose@monkey.org,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_94,phishing,Deactivation jose@monkey.org,2.9,0,legitimate,"NO_RECEIVED,NO_RELAYS,URI_DWEBIPFS,URI_IPFS",
nazario_phishing-2023_90,phishing,It's a Match!,4.2,0,legitimate,"NO_RECEIVED,NO_RELAYS,RAZOR2_CHECK,RAZOR2_CF_RANGE_51_100,FSL_BULK_SIG",
nazario_phishing-2023_91,phishing,Someone matched with you on Tinder!,4.2,0,legitimate,"NO_RECEIVED,NO_RELAYS,RAZOR2_CHECK,RAZOR2_CF_RANGE_51_100,FSL_BULK_SIG",
nazario_phishing-2023_93,phishing,"Jose, it's a Match!",4.2,0,legitimate,"NO_RECEIVED,NO_RELAYS,RAZOR2_CHECK,RAZOR2_CF_RANGE_51_100,FSL_BULK_SIG",
nazario_phishing-2023_98,phishing,Email Notification: You have (5) pending messɑges,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_96,phishing,Please verify your email address,1.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,MXG_EMAIL_FRAG,URI_WPADMIN",
nazario_phishing-2023_100,phishing,A new contract document has been shared with you on default Sharepoint,3.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,MXG_EMAIL_FRAG,URI_IPFSIO,URI_IPFS",
nazario_phishing-2023_99,phishing,Let's start a conversation!,4.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,RAZOR2_CHECK,RAZOR2_CF_RANGE_51_100,FSL_BULK_SIG",
nazario_phishing-2023_106,phishing,New Message Notification - Webmail Upgrade Monkey.Org,0.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,MXG_EMAIL_FRAG",
nazario_phishing-2023_101,phishing,Mailbox update,0.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG",
nazario_phishing-2023_103,phishing,Microsoft warning,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_107,phishing,"Netflix Help Center : Update your information to avoid any delay on
your service",0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_108,phishing,RE:Microsoft warning,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_105,phishing,RE:QOUTE,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_110,phishing,Someone matched with you on Tinder!,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_112,phishing,AW:,4.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,URI_PHISH",
nazario_phishing-2023_111,phishing,RE-VALIDATE YOUR EMAILr jose@monkey.org,3.5,0,legitimate,"NO_RECEIVED,NO_RELAYS,URI_NOVOWEL,MXG_EMAIL_FRAG,URI_DWEBIPFS,URI_IPFS",
nazario_phishing-2023_115,phishing,URGENT ATTENTION: DHL Documents On Demand Delivery,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_113,phishing,Action required: Confirm invoice via DHL shipping document,0.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,MXG_EMAIL_FRAG",
nazario_phishing-2023_116,phishing,EFT/ERA Invoice Payment Completed: Please review and Sign.,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_121,phishing,Action Required,4.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,URI_PHISH",
nazario_phishing-2023_119,phishing,⚠️ Action Required: Your Webmail Password Expires Today!!!,3.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,MXG_EMAIL_FRAG,URI_CLOUDFLAREIPFS,URI_IPFS",
nazario_phishing-2023_125,phishing,Action Required!,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_128,phishing,Continue: Action Required,4.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,URI_PHISH",
nazario_phishing-2023_123,phishing,New Messaqe delivery report. Ref: zFssV,2.9,0,legitimate,"NO_RECEIVED,NO_RELAYS,URI_DWEBIPFS,URI_IPFS",
nazario_phishing-2023_126,phishing,Delivery report- 6inbox messages suspended,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_131,phishing,Alert: Action Required!,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,TVD_PH_BODY_ACCOUNTS_PRE",
nazario_phishing-2023_130,phishing,Server monkey.org - Password Expired 27 May 2023,0.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG",
nazario_phishing-2023_127,phishing,Important Notice For jose,3.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,URI_W3SIPFS,URI_IPFS",
nazario_phishing-2023_134,phishing,WARNING - Immediate action jose@monkey.org,3.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,URI_CLOUDFLAREIPFS,URI_IPFS",
nazario_phishing-2023_135,phishing,Some recent sign-ins to your e-mail may have triggered this automated,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_137,phishing,"Your e-mail sever synchronization failed, You have six Pending Incoming emails to recover❻ ✉ ..... !!!",1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,URI_HEX,MXG_EMAIL_FRAG",
nazario_phishing-2023_139,phishing,Action Required,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_132,phishing,"RE: Request Revised Invoice for payment - USD76,223.00",3.2,0,legitimate,"NO_RECEIVED,NO_RELAYS,URI_HEX,MXG_EMAIL_FRAG,URI_IPFSIO,LOTS_OF_MONEY,URI_IPFS",
nazario_phishing-2023_144,phishing,"Netflix : We're unable to debit your nominated card due a missing
information details.",1.5,0,legitimate,"NO_RECEIVED,NO_RELAYS,DEAR_EMAIL",
nazario_phishing-2023_143,phishing,monkey.org Server - Password Expired,0.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG",
nazario_phishing-2023_141,phishing,monkey.org Server - Password Expired,0.2,0,legitimate,"NO_RECEIVED,NO_RELAYS,URI_HEX,MXG_EMAIL_FRAG",
nazario_phishing-2023_140,phishing,monkey.org Server - Password Expired,1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,URI_HEX,MXG_EMAIL_FRAG",
nazario_phishing-2023_145,phishing,Your password will expire today.,3.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,MXG_EMAIL_FRAG,URI_IPFSIO,URI_IPFS",
nazario_phishing-2023_78,phishing,It's a Match!,3.3,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,URI_WP_HACKED_2",
nazario_phishing-2023_147,phishing,monkey.org Password Expiry Notice!,0.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG",
nazario_phishing-2023_148,phishing,Microsoft Server Detect Network Error,4.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,FUZZY_MICROSOFT,MXG_EMAIL_FRAG,URI_IPFSIO,TVD_PH_BODY_ACCOUNTS_PRE,URI_IPFS",
nazario_phishing-2023_146,phishing,WeTransfer File: Revised-002EM Invoice PO-091K43Z9 (Biogen),3.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,MXG_EMAIL_FRAG,URI_CLOUDFLAREIPFS,URI_IPFS",
nazario_phishing-2023_149,phishing,Existen Obligaciones Tributaria (575135),1.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,URI_AZURE_CLOUDAPP",
nazario_phishing-2023_152,phishing,monkey.org Password Expiry Notice!,0.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,MXG_EMAIL_FRAG",
nazario_phishing-2023_154,phishing,monkey.org Server - Password Expired,1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,URI_HEX,MXG_EMAIL_FRAG",
nazario_phishing-2023_155,phishing,Email Password Successfully Updated,0.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,T_SHORT_SHORTNER",
nazario_phishing-2023_158,phishing,Subject: Attention required,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,TVD_PH_BODY_ACCOUNTS_PRE",
nazario_phishing-2023_159,phishing,Subject: Your attention required,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_160,phishing,Attention required,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_163,phishing,Subject: Attention required,0.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,TVD_PH_SEC",
nazario_phishing-2023_162,phishing,New Scanned document from Monkey Office Printer,3.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,URI_IPFSIO,URI_IPFS",
nazario_phishing-2023_153,phishing,Admin@monkey.org shared some documents with you on 6/8/2023 2:38:28 a.m.,4.3,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,URI_NOVOWEL,MXG_EMAIL_FRAG,URI_DWEBIPFS,URI_IPFS",
nazario_phishing-2023_166,phishing,Subject: Attention required,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_165,phishing,Message encrypted,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_161,phishing,Your mailbox is 95% full,3.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,URI_DWEBIPFS,URI_IPFS",
nazario_phishing-2023_171,phishing,Email Verification Required for jose@monkey.org,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_172,phishing,Subject: Attention required,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_170,phishing,monkey.org Server - Password Expired,0.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG",
nazario_phishing-2023_175,phishing,Reminder: Please update your billing information details.,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,TVD_PH_BODY_ACCOUNTS_PRE",
nazario_phishing-2023_174,phishing,Subject: Your attention required,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_176,phishing,Your parcel has arrived at the post office on 6/15/2023 06:23:33 a.m,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_178,phishing,"Your parcel has arrived at the post office on 6/14/2023 10:43:33
a.m..",-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_180,phishing,1 Sign-in attempt was blocked,4.5,0,legitimate,"NO_RECEIVED,NO_RELAYS,DEAR_EMAIL,MXG_EMAIL_FRAG,URI_DWEBIPFS,URI_IPFS",
nazario_phishing-2023_183,phishing,Email Server Version Update For jose@monkey.org,2.5,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,DEAR_EMAIL,URI_HEX,MXG_EMAIL_FRAG",
nazario_phishing-2023_182,phishing,Please visit security center #354518,0.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,TVD_PH_SEC",
nazario_phishing-2023_177,phishing,Your parcel has arrived at the post office on 6/16/2023 10:23:33 a.m,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_181,phishing,"Sunday 02 July, 2023 Notice Alert",0.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,TVD_PH_SEC",
nazario_phishing-2023_184,phishing,Some information seems to be inaccurate #203997,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_186,phishing,Please visit security center #463674,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_188,phishing,Please Reset your information #300929,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_190,phishing,"Account Security Update 07 July, 2023",-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_193,phishing,Please review your account,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_191,phishing,"Account Security Update 08 July, 2023",0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,T_SHORT_SHORTNER",
nazario_phishing-2023_194,phishing,Review your account,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_187,phishing,Pending shipment received at facility,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_195,phishing,We are sad to see you go,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_198,phishing,Some information seems to be inaccurate #655024,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_203,phishing,Your attention is required,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_207,phishing,Attention required,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_204,phishing,Automated message do not Reply 19/07/2023,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_202,phishing,Your Email: jose@monkey.org will be blocked,3.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,MXG_EMAIL_FRAG,URI_IPFSIO,URI_IPFS",
nazario_phishing-2023_213,phishing,Notice: Password Expiry Notice,7.1,1,phishing,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,URI_IPFSIO,URI_IPFS,URI_PHISH",
nazario_phishing-2023_210,phishing,Notice: Password Expiry Notice,7.1,1,phishing,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,URI_IPFSIO,URI_IPFS,URI_PHISH",
nazario_phishing-2023_212,phishing,monkey.org Server - incoming failed message for jose@monkey.org,0.2,0,legitimate,"NO_RECEIVED,NO_RELAYS,URI_HEX,MXG_EMAIL_FRAG",
nazario_phishing-2023_214,phishing,ATTENTION: You have (15) new pending messages,3.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,MXG_EMAIL_FRAG,URI_IPFSIO,URI_IPFS",
nazario_phishing-2023_215,phishing,Subject: Your attention required,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_211,phishing,Final Notification Mail Box Error,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_218,phishing,"Account Security Update 28 July, 2023",-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_219,phishing,Subject: Attention required,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_220,phishing,"Account Security Update 28 July, 2023",0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_221,phishing,"Saturday 29 July, 2023 Notice Alert",-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_222,phishing,"Saturday 29 July, 2023 Notice Alert",-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_227,phishing,'Amazon' Unusual Sign-In Attempt Detected..,0.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,TVD_PH_SEC",
nazario_phishing-2023_232,phishing,⚠️ Important notice: Update your e-mail security and service agreement.,3.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,URI_CLOUDFLAREIPFS,URI_IPFS",
nazario_phishing-2023_228,phishing,Server Alert: Account Summary for jose,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_231,phishing,Strange sign-in detected on jose@monkey.org,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_235,phishing,Review Mailbox Issue !!,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_234,phishing,Password for jose@monkey.org expires soon from Today 8/9/2023 12:18:50 a.m.,3.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,URI_IPFSIO,URI_IPFS",
nazario_phishing-2023_236,phishing,monkey.org Server - Password Expired,1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,URI_HEX,MXG_EMAIL_FRAG",
nazario_phishing-2023_217,phishing,Subject: Your attention required,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_237,phishing,United States Postal Service,2.0,0,legitimate,"NO_RECEIVED,PDS_OTHER_BAD_TLD,NO_RELAYS",
nazario_phishing-2023_239,phishing,Please visit security center #271141,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_240,phishing,Please Reset your information #637753,0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,T_SHORT_SHORTNER",
nazario_phishing-2023_242,phishing,Password Reset,3.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,MXG_EMAIL_FRAG,URI_IPFSIO,URI_IPFS",
nazario_phishing-2023_251,phishing,(03) Incoming failed messages,0.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,TVD_PH_BODY_ACCOUNTS_PRE,T_SHORT_SHORTNER",
nazario_phishing-2023_252,phishing,cselekvést kíván,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_244,phishing,Renew Your E-mail Password jose@monkey.org,0.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG",
nazario_phishing-2023_253,phishing,jose@monkey.org You Have Received A File Invoice via WeTransfer,0.2,0,legitimate,"NO_RECEIVED,NO_RELAYS,URI_HEX,MXG_EMAIL_FRAG",
nazario_phishing-2023_255,phishing,Ihr Paket wartet auf die lieferung. [EDUJCNVWZAHURV0],-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_257,phishing,Ihr Paket konnte am 21.08.2023 nicht zugestellt werden.,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_258,phishing,Attention required,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_259,phishing,Verification,2.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,SHY_OBFU_PASSWORD,SHY_OBFU_EXPIRE",
nazario_phishing-2023_263,phishing,FedEx Shipment Document Arrived,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_261,phishing,~Your~invoice#HNX-89542 Payment~Received,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_265,phishing,jose@monkey.org Server - Password Expired,0.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG",
nazario_phishing-2023_264,phishing,ACCOUNT DEACTIVATION NOTICE jose@monkey.org Kindly confirm,4.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,URI_PHISH",
nazario_phishing-2023_266,phishing,You have [8] pending incoming messages,3.1,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,URI_IPFSIO,URI_IPFS",
nazario_phishing-2023_267,phishing,,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_268,phishing,System Notice,-0.0,0,legitimate,"NO_RECEIVED,NO_RELAYS",
nazario_phishing-2023_269,phishing,System Notice,0.8,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS",
nazario_phishing-2023_272,phishing,jose Retrieve Pending Messages,3.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,NO_RELAYS,MXG_EMAIL_FRAG,URI_IPFSIO,URI_IPFS",
nazario_phishing-2023_270,phishing,Security Services,3.0,0,legitimate,"NO_RECEIVED,NO_RELAYS,MXG_EMAIL_FRAG,URI_DWEBIPFS,URI_IPFS",
