id,label,subject,score,prediction
rephrase_nazario_16,phishing,File Sharing Notification - jose@monkey.org,2.5,phishing
rephrase_nazario_19,phishing,Netflix Subscription Renewal Reminder,0.8,legitimate
rephrase_nazario_20,phishing,Confirm Your Email Address at Monkey.org,0.9,legitimate
rephrase_nazario_22,phishing,jose@monkey.org Account Verification Request,0.8,legitimate
rephrase_nazario_24,phishing,Update on Due Payment Invoice #7876799,-0.0,legitimate
rephrase_nazario_23,phishing,Important Notification from Roundcube Customer Server,1.5,legitimate
rephrase_nazario_25,phishing,Electronic Signature Request - Document93282-49 (Revised),0.8,legitimate
rephrase_nazario_21,phishing,Your Queued Messages Waiting for Verification,-0.0,legitimate
rephrase_nazario_26,phishing,Notification: Pending Emails for jose@monkey.org Account,2.3,phishing
rephrase_nazario_28,phishing,Purchase Order Request - RFQ-HL51L05,0.8,legitimate
rephrase_nazario_27,phishing,Notification of Undelivered Emails in Your Inbox,0.9,legitimate
rephrase_nazario_29,phishing,Confirm Your Netflix Profile Information,-0.0,legitimate
rephrase_nazario_32,phishing,Important: Account Verification Required,0.8,legitimate
rephrase_nazario_30,phishing,Notification: Undelivered Sent Messages - jose@monkey.org,0.8,legitimate
rephrase_nazario_33,phishing,Important: Account Restriction Notice,4.8,phishing
rephrase_nazario_31,phishing,Missed Call Notification from Accounts Payable,-0.0,legitimate
rephrase_nazario_34,phishing,Secure Access Update for Your Account,-0.0,legitimate
rephrase_nazario_35,phishing,Notification: Pending Email Messages for Your Review,-0.0,legitimate
rephrase_nazario_39,phishing,Notification of Outstanding Payment for Your Netflix Subscription,0.8,legitimate
rephrase_nazario_38,phishing,Important Quota Update for Your Monkey.org Email Account,-0.0,legitimate
rephrase_nazario_36,phishing,Email Validation Notification for jose@monkey.org,-0.0,legitimate
rephrase_nazario_37,phishing,Notification: Access Your Blocked Messages,0.8,legitimate
rephrase_nazario_40,phishing,Important: jose@monkey.org Account Update Notification,1.5,legitimate
rephrase_nazario_41,phishing,Payment Receipt and Invoice for GeekSquad Services [PP190208843783],-0.0,legitimate
rephrase_nazario_42,phishing,Important Password Update Notification from monkey.org,-0.0,legitimate
rephrase_nazario_44,phishing,Notification: Mailbox Storage Reminder - jose@monkey.org,2.3,phishing
rephrase_nazario_46,phishing,"Item shared with you: ""Suspicious Log-In Noticed - Your Online ID""",-0.0,legitimate
rephrase_nazario_43,phishing,Completed Document: Complete with OneDrive: Signed Contract.pdf,-0.0,legitimate
rephrase_nazario_47,phishing,Your Referral Program Invitation,3.3,phishing
rephrase_nazario_48,phishing,Update Your Payment Information for Continued Service,0.8,legitimate
rephrase_nazario_49,phishing,Confirm Your Recent Transaction - Closing Document,0.8,legitimate
rephrase_nazario_51,phishing,Notification of Account Access Attempt - PayPal Security Check,0.1,legitimate
rephrase_nazario_50,phishing,RE: Order Updates and Invoice Request - PO24000325 & PO24000348,1.7,legitimate
rephrase_nazario_52,phishing,Update on Your Package Delivery,-0.0,legitimate
rephrase_nazario_45,phishing,Notification of Potential Data Exposure,-0.0,legitimate
rephrase_nazario_53,phishing,Notification: Quarantined Messages Awaiting Release,1.8,phishing
rephrase_nazario_54,phishing,Notification of Billing Information Update Required,-0.0,legitimate
rephrase_nazario_57,phishing,DocuSign Sent You a File for Sign and Approval,1.5,legitimate
rephrase_nazario_56,phishing,Files Sent for Your Review,-0.0,legitimate
rephrase_nazario_58,phishing,jose@monkey.org Account Security Update,4.8,phishing
rephrase_nazario_59,phishing,Important Update on Your Package Delivery,4.0,phishing
rephrase_nazario_60,phishing,Payment Update for Digital Asset Purchase,-0.0,legitimate
rephrase_nazario_61,phishing,Urgent: Payment Remittance for Waste Management Services,-0.0,legitimate
rephrase_nazario_62,phishing,Important Password Update for Your Monkey.org Account,-0.0,legitimate
rephrase_nazario_63,phishing,Important Update on Your Package Delivery,-0.0,legitimate
rephrase_nazario_66,phishing,Enhanced Email Security Notification,-0.0,legitimate
rephrase_nazario_65,phishing,2024 Annual Leave Compliance Report and Important Reminders,0.8,legitimate
rephrase_nazario_64,phishing,Incoming Fax Document - Urgent Review Requested,0.9,legitimate
rephrase_nazario_67,phishing,Your Payroll Details - Approval Notification,-0.0,legitimate
rephrase_nazario_69,phishing,Important: Password Expiration Notice for Your Account,-0.0,legitimate
rephrase_nazario_70,phishing,Important: Update Your Payroll Information,0.8,legitimate
rephrase_nazario_68,phishing,Account Activity Review Request,-0.0,legitimate
rephrase_nazario_72,phishing,File Transfer from Maryden Cruz,0.8,legitimate
rephrase_nazario_73,phishing,Important Document Shared for Your Review,0.8,legitimate
rephrase_nazario_75,phishing,Update Your Online Enrollment or Password - Identification Code Required,-0.0,legitimate
rephrase_nazario_74,phishing,Your Online Enrollment and Password Reset Instructions,-0.0,legitimate
rephrase_nazario_71,phishing,Introducing Webmail Version 2.30 for jose@monkey.org,5.5,phishing
rephrase_nazario_76,phishing,Update Your Account Information - jose@monkey.org,4.9,phishing
rephrase_nazario_77,phishing,Email Account Maintenance - jose@monkey.org,3.5,phishing
rephrase_nazario_78,phishing,Your Walmart Order Update - Track Your Package Today!,-0.0,legitimate
rephrase_nigerian_80,phishing,Business Opportunity and Partnership Proposal,1.0,legitimate
rephrase_nazario_79,phishing,Update Your Online Profile for Member ID 11040,-0.0,legitimate
rephrase_nigerian_81,phishing,Trust Distribution Arrangements,11.2,phishing
rephrase_nigerian_82,phishing,Seeking Assistance in Claiming My Late Father's Deposit,6.7,phishing
rephrase_nigerian_83,phishing,Request for Assistance in Resolving Unclaimed Funds,14.3,phishing
rephrase_nigerian_84,phishing,Corporate Finance Opportunity for NNPC,7.2,phishing
rephrase_nigerian_85,phishing,Important Notification Regarding Inactive Account Funds,4.8,phishing
rephrase_nigerian_87,phishing,Business Opportunity from Albert Uga,3.8,phishing
rephrase_nigerian_86,phishing,Request for Investment Partnership Opportunities,0.0,legitimate
rephrase_nigerian_88,phishing,Partnership Opportunity in Financial Investment,11.5,phishing
rephrase_nigerian_89,phishing,Request for Assistance in Processing Government Funds,4.0,phishing
rephrase_nigerian_90,phishing,Confidential Notification Regarding Unclaimed Funds,16.0,phishing
rephrase_nigerian_91,phishing,Notification of Unclaimed Funds - Business Opportunity,8.0,phishing
rephrase_nigerian_93,phishing,Request for Assistance in Reclaiming Inherited Funds,3.0,phishing
rephrase_nigerian_92,phishing,Important Notification Regarding a Dormant Account,4.0,phishing
rephrase_nigerian_94,phishing,A Proposal for Trust-Based Collaboration,3.5,phishing
rephrase_nigerian_95,phishing,Assistance Required in Managing Excess Funds,3.8,phishing
rephrase_nigerian_96,phishing,Notification of Unclaimed Funds - Confidential Transaction Opportunity,8.5,phishing
rephrase_nigerian_97,phishing,Confidential Business Opportunity for a Reliable Partner,6.5,phishing
rephrase_nigerian_98,phishing,Inheritance Notification from Côte D'Ivoire Estate,7.3,phishing
rephrase_nigerian_99,phishing,Notification Regarding Inheritance and Fund Distribution,9.3,phishing
rephrase_nigerian_100,phishing,Partnership Opportunity for Foreign Account Transfer,4.8,phishing
rephrase_nigerian_101,phishing,Confidential Inheritance Opportunity,10.2,phishing
rephrase_nigerian_102,phishing,Business Proposal for International Transfer,4.1,phishing
rephrase_nigerian_103,phishing,Investment Opportunity at UBS Investment Bank,2.8,phishing
rephrase_nigerian_104,phishing,International Transaction Opportunity,0.8,legitimate
rephrase_nigerian_105,phishing,A Final Wish - Investment Opportunity,9.2,phishing
rephrase_nigerian_107,phishing,Notification of Account Inheritance,2.8,phishing
rephrase_nigerian_106,phishing,Notification of Inheritance and Repatriation of Funds,5.6,phishing
rephrase_nigerian_108,phishing,Request for Confidential Assistance with Yukos Oil Transaction,3.5,phishing
rephrase_nigerian_109,phishing,Introduction and Business Opportunity,8.9,phishing
rephrase_nigerian_110,phishing,Investment Opportunity in Manufacturing and Real Estate Management,2.8,phishing
rephrase_nigerian_111,phishing,Request for Confidential Assistance with Family Estate Planning,3.0,phishing
rephrase_nigerian_112,phishing,Seeking a Trustworthy Business Partner for Investment Opportunities,3.8,phishing
rephrase_nigerian_113,phishing,Confidential Request for Assistance,4.9,phishing
rephrase_nigerian_114,phishing,Notification of Unclaimed Funds - Business Opportunity,15.5,phishing
rephrase_nigerian_115,phishing,Investment Opportunity from United Kingdom,-0.0,legitimate
rephrase_nigerian_116,phishing,Business Investment Opportunity,6.5,phishing
rephrase_nigerian_117,phishing,Business Opportunity for Financial Repatriation,5.6,phishing
rephrase_nigerian_118,phishing,Confidential Transaction Opportunity,3.7,phishing
rephrase_nigerian_119,phishing,Request for Assistance in Transferring Assets,3.8,phishing
rephrase_nigerian_120,phishing,Business Partnership Opportunity,1.8,phishing
rephrase_nigerian_121,phishing,Seeking Assistance with Family Legacy,3.0,phishing
rephrase_nigerian_122,phishing,Request for Assistance with Charitable Distribution,4.5,phishing
rephrase_nigerian_123,phishing,Request for Assistance in Managing My Estate,6.1,phishing
rephrase_nigerian_124,phishing,Notification of Estate Administration and Request for Cooperation,4.8,phishing
rephrase_nigerian_125,phishing,Partnership Opportunity and Request for Guidance,3.7,phishing
rephrase_nigerian_126,phishing,Request for Assistance with Inheritance,5.1,phishing
rephrase_nigerian_127,phishing,Request for Business Partnership and Assistance,1.8,phishing
rephrase_nigerian_128,phishing,Partnership and Investment Opportunities,5.5,phishing
rephrase_nigerian_129,phishing,Business Opportunity,3.0,phishing
rephrase_nigerian_130,phishing,Confidential Inheritance Matter - $18 Million USD,9.3,phishing
rephrase_nigerian_131,phishing,Confidential Business Opportunity for Your Review,5.6,phishing
rephrase_nigerian_132,phishing,Notification of Unclaimed Funds - Business Opportunity,8.5,phishing
rephrase_nigerian_133,phishing,International Remittance Update from Central Bank of Nigeria,8.5,phishing
rephrase_nigerian_134,phishing,Request for Assistance with International Transaction,4.9,phishing
rephrase_nigerian_135,phishing,Notification Regarding Unclaimed Funds,7.5,phishing
rephrase_nigerian_136,phishing,Investment Opportunity and Request for Assistance,-0.0,legitimate
rephrase_nigerian_137,phishing,Business Opportunity: Unclaimed Funds,11.1,phishing
rephrase_nigerian_138,phishing,A Final Act of Kindness - Your Help Needed,1.7,legitimate
rephrase_nigerian_139,phishing,Estate Administration Opportunity,6.5,phishing
rephrase_nigerian_140,phishing,Request for Assistance with a Financial Matter,3.0,phishing
rephrase_nigerian_141,phishing,Request for Assistance with Inheritance and Investment,6.5,phishing
rephrase_nigerian_142,phishing,Notification of Inheritance Opportunity,6.6,phishing
rephrase_nigerian_143,phishing,Notification of Unclaimed Funds,7.5,phishing
rephrase_nigerian_144,phishing,Request for Assistance with Philanthropic Efforts,3.3,phishing
rephrase_nigerian_145,phishing,Business Opportunity and Partnership Proposal,6.5,phishing
rephrase_nigerian_146,phishing,Contract Review and Verification Committee Update,6.5,phishing
rephrase_nigerian_147,phishing,Partnership Opportunity for Mutual Benefit,8.3,phishing
rephrase_nigerian_148,phishing,Confidential Financial Opportunity,10.7,phishing
rephrase_nigerian_149,phishing,Business Partnership Opportunity,5.7,phishing
rephrase_nigerian_150,phishing,Confidential Business Opportunity,1.8,phishing
rephrase_nigerian_151,phishing,Contract Review and Audit Opportunity,5.5,phishing
rephrase_nigerian_152,phishing,Seeking Assistance for Family Inheritance,3.8,phishing
rephrase_nigerian_154,phishing,Confidential Business Opportunity,3.8,phishing
rephrase_nigerian_153,phishing,Exciting Career Opportunity at Le-Trans,0.8,legitimate
rephrase_nigerian_155,phishing,Collaborative Investment Opportunity,6.6,phishing
rephrase_nigerian_156,phishing,Notification Regarding Inheritance and Potential Collaboration,6.6,phishing
rephrase_nigerian_157,phishing,Request for Assistance with Family Matter,3.0,phishing
rephrase_nigerian_158,phishing,Notification of Unclaimed Funds - African Development Bank,9.3,phishing
rephrase_nigerian_159,phishing,Investment Opportunity Inquiry,0.7,legitimate
rephrase_nigerian_160,phishing,Collaboration Opportunity in Real Estate Investment,3.9,phishing
rephrase_nigerian_161,phishing,Compensation for Your Role in Our Successful Business Venture,1.8,phishing
rephrase_nigerian_162,phishing,A Proprietary Opportunity for Financial Partnership,8.6,phishing
rephrase_nigerian_163,phishing,Request for Confidential Partnership Opportunity,4.1,phishing
rephrase_nigerian_164,phishing,Partnership Opportunity in West Africa,2.8,phishing
rephrase_nigerian_165,phishing,Confidential Partnership Opportunity,3.9,phishing
rephrase_nigerian_166,phishing,Partnership Opportunity in Energy Sector,8.4,phishing
rephrase_nigerian_167,phishing,A Business Opportunity of Mutual Interest,2.6,phishing
rephrase_nigerian_168,phishing,Request for Assistance with Financial Transaction,2.8,phishing
rephrase_nazario_55,phishing,Verify Your Email Address - jose@monkey.org,-0.0,legitimate
rephrase_nigerian_169,phishing,Invitation to Collaborate on a Humanitarian Effort,3.8,phishing
rephrase_nigerian_170,phishing,Estate Administration Opportunity,8.6,phishing
rephrase_nigerian_171,phishing,Assistance Required in a Private Family Matter,2.7,phishing
rephrase_nigerian_172,phishing,Collaboration Opportunity in International Investment,5.7,phishing
rephrase_nigerian_173,phishing,Invitation to Collaborate on Investment Opportunity,3.1,phishing
rephrase_nigerian_174,phishing,Collaboration Opportunity for International Business Venture,8.0,phishing
rephrase_nigerian_175,phishing,Confidential Matter - African Development Bank,15.5,phishing
rephrase_nigerian_176,phishing,Private Business Opportunity - Confidential,6.6,phishing
rephrase_nigerian_177,phishing,Notification of Unclaimed Funds,9.3,phishing
rephrase_nigerian_178,phishing,Confidential Investment Opportunity Notification,0.7,legitimate
rephrase_nigerian_179,phishing,Proposal for Collaborative Business Opportunity,9.3,phishing
rephrase_nigerian_180,phishing,Notification of Unclaimed Funds,10.0,phishing
rephrase_nigerian_181,phishing,Assistance Needed for a Probate Matter,4.8,phishing
rephrase_nigerian_182,phishing,Confidential Business Opportunity,4.0,phishing
rephrase_nigerian_183,phishing,Investment Opportunity and Partnership Request,5.8,phishing
rephrase_nigerian_184,phishing,Final Acts of Philanthropy Before Departure,0.0,legitimate
rephrase_nigerian_185,phishing,Collaboration Opportunity in the Business Sector,2.8,phishing
rephrase_nigerian_186,phishing,Introducing Ourselves - A Business Opportunity,2.8,phishing
rephrase_nigerian_188,phishing,Partnership Opportunity for YUKOS OIL Contractors,0.8,legitimate
rephrase_nigerian_189,phishing,Confidential Business Opportunity,5.7,phishing
rephrase_nigerian_190,phishing,Partnership Opportunity in Senegal and Beyond,5.9,phishing
rephrase_nigerian_191,phishing,Business Opportunity - Succession of Estate,5.6,phishing
rephrase_nigerian_192,phishing,Introduction and Investment Opportunity,0.8,legitimate
rephrase_nigerian_193,phishing,Notification of Inheritance from the Estate of Mr. Mike & Carol Hall,3.0,phishing
rephrase_nigerian_195,phishing,Notification of Inheritance Opportunity,3.1,phishing
rephrase_nigerian_194,phishing,Request for Assistance with Family Legacy Matter,7.5,phishing
rephrase_nigerian_196,phishing,Notification of Unclaimed Funds - Foreign Operations Eagle Bank PLC,16.4,phishing
rephrase_nigerian_187,phishing,Financial Opportunity for a Reputable Individual,-0.0,legitimate
rephrase_nigerian_198,phishing,Business Opportunity in Gold and Diamonds,-0.0,legitimate
rephrase_nigerian_199,phishing,A Proprietary Opportunity for Investment,0.8,legitimate
rephrase_nigerian_197,phishing,A Plea for Help - A Family's Struggle,0.8,legitimate
