id,source,subject,text,label,split
spamassassin_easy_ham_2_01384.2bd485e2079e4f481e54b9d9aa8a3195,spamassassin,Re: [Bug 704] spamd doesn't remove pid file on shutdown when running as non-root user,"bugzilla-daemon@hughes-family.org wrote:
> http://www.hughes-family.org/bugzilla/show_bug.cgi?id=704
> ok, this is now fixed. cheers!

How did you fix it? By creating the pidfile as the ""-u"" user?
If so, you should add this to the documentation since it prevents
the use of the standard /var/run directory (which is only writable
by root).

+Thomas

--
Thomas Anders
Hahn-Meitner-Institut Berlin, Germany",legitimate,train
enron_beck-s__sent_mail_139.,enron,Dinner with UT Students,"I sent an e:mail message yesterday saying that I could make dinner in Austin
on Wednesday, October 25. That date does not work for me now. I need to
attend a get together for the CommodityLogic team that evening, that was just
set up today. As of last week, I am now co-leading CommodityLogic (under
Enron Networks) along with Tom Gros. This is in addition to my role within
ENA. As a new lead over the group, it is important for me to join the team
for their team building next Wednesday.

Let me know whether or not you have enough takers for dinner in Austin next
week. If you are short, let me know and I will see what I can do on another
night that week. --Sally",legitimate,train
spamassassin_easy_ham_00724.06d186a9890c1bc07b1e0bd89b7efb8f,spamassassin,Re: Goodbye Global Warming,">>>>> ""J"" == Jim Whitehead writes:

J> For anyone to fully bury global warming, they would need to
J> explain why the dramatic increase in CO2 concentrations are not
J> increasing the global temperature. They would also need to
J> explain why, worldwide, glaciers are melting faster than they
J> have previously in the historical record.

The associated links cover that: The surface temperature in spots
frequented by people is warmer (hence all our groundbased sensors
reporting global warming) although the overall environmental
temperature is decreasing.

Apparently, the real news is not that there is no global warming, but
that our models of the warming were seriously flawed by naive
convection models. This too was not news to the theoreticians: All
that has happened is that NASA has confirmed the naiive convection
concerns.

--
Gary Lawrence Murphy - garym@teledyn.com - TeleDynamics Communications
- blog: http://www.auracom.com/~teledyn - biz: http://teledyn.com/ -
""Computers are useless. They can only give you answers."" (Picasso)",legitimate,train
enron_kaminski-v_sent_4183.,enron,Thursday's IDEA,"---------------------- Forwarded by Vince J Kaminski/HOU/ECT on 04/13/2000
11:00 AM ---------------------------

""Vadim Pokhlebkin"" on 04/13/2000 10:23:35 AM
To: , ,
cc:
Subject: Thursday's IDEA

Dear Vince,

I hope you're doing weel. Have you heard any feedback about our research
from your colleagues? Please let me know whom I may contact: that will save
you from forwarding our reports to them daily. I look forward to your
reply.

As usual, attached are today's issues of our daily morning faxes:
1. Financial Markets Today - FX majors and key bond markets' analyses.
2. Fixed Income Today - US treasuries, agencies, and corporates' analyses.

Best regards,
Vadim Pokhlebkin
Account Manager
vpokhlebkin@ideaglobal.com
tel. 1 (212) 571 4332
fax 1 (212) 571 4334

IDEAglobal.com
140 Broadway, 21st Floor
New York, NY 10005, USA

Any views expressed in this message are those of the individual sender,
except where the sender specifically states them to be the views of
IDEAglobal.com. This email, its content and any files transmitted with it
are intended solely for the addressee(s) and may be legally privileged
and/or confidential. Access by any other party is unauthorized without the
express written permission of the sender. If you have received this email in
error you may not copy or use the contents, attachments or information in
any way. Please destroy it and contact the sender via the IDEAglobal.com
switchboard in one of the following three offices: New York +1 212 571 4332;
London +44 171 430 2888; Singapore +65 332 0700

- FMT0413A.pdf
- FIT1304A.pdf",legitimate,train
spamassassin_easy_ham_2_00706.8572fad402b05b1931dfef0b5ec7ff48,spamassassin,PATCH (was: Re: Another bug),"cwg-dated-1027805573.3ce2ae@DeepEddy.Com said:
> I just checked in a code cleanup which doesn't address this issue,
> but does take a machete to code right around it. You ought to 'cvs
> update' and see if your issue becomes any clearer with all the
> brush removed.

> My patch notes that 'msgid' and 'line' are redundant with one
> another and removes one or the other from functions which takes
> both. The callers are then changed to pass what the function
> expects. In the case of Msg_Change, the 'line' argument is removed
> and we only have the msgid argument. Ftoc_ClearCurrent is now the
> first line of MsgChange.

The following patch removes Ftoc_RescanLine in favour of a
Ftoc_RescanLines. It runs scan(1) on a list of lines and updates ftoc
accordingly. The patch also changes all the callers to make use of it.

It also changes Ftoc_ClearCurrent to work of an argument instead of
falsily clearing a message that's still Current on disk. All in an
effort to get a one-to-one disk-display correspondence.

It does add ~30 -- ~ 75 ms (~<10%) to the execution time depending on
folder size due to the invocation of scan. However this version does
not try to second guess the mh version of scan so if you have exotic
scanlines it tells the truth. As a side effect the '+' sign now
corresponds better to what's on disk.

Comments appreciated. I'm going to be offlike for a couple of days,
so I send the cvs diff rather than putting it in the cvs.

/Anders",legitimate,train
rephrase_nigerian_179,synthetic:rephrasing,Proposal for Collaborative Business Opportunity,"Dear John Smith,

I am Charles Brown, a Canadian attorney based in Manchester, United Kingdom. I am reaching out to you with a proposal that I believe has the potential to be mutually beneficial.

As you may know, I am the personal attorney of the late Mark Michelle, a private oil consultant who tragically lost his life in a plane crash in 2003. Despite my efforts, I have been unable to locate any living relatives of Mr. Michelle's, as directed by his bank.

I am now seeking your assistance in presenting you as the next of kin to the deceased and beneficiary to his estate. The deceased had a deposit valued at $40,800,000.00, and his bank has issued me a notice to provide his next of kin or beneficiary by will, otherwise the account would be confiscated.

I have outlined the modalities for achieving this goal, including transferring the funds out of the country for us to share in the ratio of 53% to myself and 35% to you. The remaining balance of 12% will be donated to charity organizations.

My intention is to complete this transfer in a legitimate manner, requiring only your honest cooperation, confidentiality, and trust. I am confident that this business proposal is risk-free and has a high potential for success.

If you are interested in moving forward with this opportunity, please provide me with the following information:

1. Your private telephone number and fax number
2. Your residential address

I look forward to receiving your response and providing further details upon a positive outcome.

Thank you for considering my proposal.

Sincerely,

Charles Brown",phishing,train
spamassassin_easy_ham_2_00381.149150dca7d42c33006b9d0eeab99c59,spamassassin,Re: [ILUG] SUSE 8 disks? (thread changed slightly),"On Tue, Aug 13, 2002 at 09:55:49AM +0100, Ryan, Shane wrote:
> distro. There's even a tarball[1] with this

segfault. core dumped.

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate,train
spamassassin_easy_ham_2_01147.d239448a535755047478e750e99c64b7,spamassassin,Re: Ximian apt repos?,"On Sun, 21 Jul 2002 15:12:11 -0400, che wrote:

> > > > The server mentioned above works again now :)!
> > >
> > > Any problems with the rpm's they provided?
> >
> > #redhat 7.3
> > rpm http://apt.sunnmore.net gnome2 73
> > rpm-src http://apt.sunnmore.net gnome2 73
> >
> > #redhat 7.2
> > rpm http://apt.sunnmore.net gnome2 72
> > rpm-src http://apt.sunnmore.net gnome2 72
> >
> > thats the correct lines to be added to sources.list for the repository
> >
> > i just did a apt-get install gnome-session its still progressing :)
> >
>
> after apt-get install gnome-session
> i did another apt-get upgrade (25 more packages) and it works now... i am in gnome 2.0 wohooooo :) looks very great very ""tidy"" only error message i got was about a mixer applet on login (no biggie to me) even the old sawfish still works. yet its great and works cant say anythign negative yet :)
>
> just btw. if someone knows any other nice repositorys please post em :).

Does it work more than once?

Failed to fetch http://apt.sunnmore.net/gnome2/filename-here.rpm
404 Not Found

:)

Server problems? Or is this a way to limit bandwidth?

------------------------------------------------------------------------
Brian Fahrl\ufffdnder Linux Zealot, Conservative, and Technomad
Evansville, IN My Voyage: http://www.CounterMoon.com
ICQ 5119262
------------------------------------------------------------------------
I don't want to hear news from Isreal until the news contains the words
""Bullet"", ""Brain"", and ""Arafat"".

_______________________________________________
RPM-List mailing list
http://lists.freshrpms.net/mailman/listinfo/rpm-list",legitimate,train
enron_pereira-s_sent_30.,enron,Re: ClickAtHome Verification,"We ordered a computer, printer, scanner, etc. We just returned the printer.

Susan Pereira

ClickAtHome@ENRON
04/06/2001 04:10 PM
Sent by: Clickathome@ENRON
To: Susan W Pereira/HOU/ECT@ECT
cc:
Subject: Re: ClickAtHome Verification

You did not order a computer?

Susan W Pereira@ECT
04/06/2001 02:02 PM
To: ClickAtHome@ENRON
cc:

Subject: Re: ClickAtHome Verification

We returned the printer we had ordered through Click-at-Home. We did not
reorder another printer through ClickatHome.

Susan Pereira

ClickAtHome@ENRON
03/28/2001 06:34 PM
Sent by: Clickathome@ENRON
To: Clickathome/NA/Enron@Enron
cc: (bcc: Susan W Pereira/HOU/ECT)
Subject: ClickAtHome Verification

Dear ClickAtHome Participant,

The ClickAtHome Team has received an invoice for the Enron subsidized portion
of your ClickAtHome Computer. This email is to verify that you have received
your Dell PC successfully. If so, you can disregard this message and enjoy
your computer.

If you have not received your PC, or you returned it and have chosen to not
participate in the ClickAtHome program, PLEASE reply to this email or email
the ClickAtHome Team at clickathome@enron.com to notify us of this billing
error.

Thank you,
ClickAtHome Team!",legitimate,train
spamassassin_easy_ham_02356.e517c740ad66697bba95a671d902563f,spamassassin,"Welcome, Danny and Quinn!","URL: http://boingboing.net/#85534853
Date: Not supplied

This time around, we have _two, two, two_ Guestbloggers for the price of one.
Quinn Norton and Danny O'Brien have agreed to fill the sidebar slot for a
little while. Danny and Quinn and their rommie Gilbert are just about the most
fun Bay Areans I've had the pleasure of hanging out with. Between the three of
them, they're capable of being entertaining on the subjects of Python,
copyright, pottery, usability (a conversation with Quinn about usability made
it, almost verbatim, into my second novel ""Eastern Standard Tribe""),
load-balancing, free software, nerd culture, British cuisine, bodily ailments,
pregnancy... Well, you name it. I can't wait to see what they post! Discuss[1]

[1] http://www.quicktopic.com/boing/H/NYtiY2fGTe3iE",legitimate,train
enron_lavorato-j_sent_items_176.,enron,The Enron Corporate Policy Committee Retreat,"Greg

Have a great time with the $100 Million Club

Lavo and Dave
---------------------- Forwarded by John J Lavorato/Corp/Enron on 12/02/2000 09:40 AM ---------------------------

Rosalee Fleming on 12/01/2000 02:56:08 PM
To: James M Bannantine/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Cliff Baxter/HOU/ECT@ECT, Sanjay Bhatnagar/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Jeremy Blachman/HOU/EES@EES, Philippe A Bibi/HOU/ECT@ECT, Raymond Bowen/HOU/ECT@ECT, Michael R Brown/LON/ECT@ECT, Harold G Buchanan/HOU/EES@EES, Rick Buy/HOU/ECT@ECT, Richard Causey/Corp/Enron@ENRON, Diomedes Christodoulou/SA/Enron@Enron, Wade Cline/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, David Cox/Enron Communications@Enron Communications, David W Delainey/HOU/ECT@ECT, James Derrick/Corp/Enron@ENRON, Steve Elliott/Enron Communications@Enron Communications, Jim Fallon/Enron Communications@Enron Communications, Andrew S Fastow/HOU/ECT@ECT, Mark Frevert/NA/Enron@Enron, Ben F Glisan/HOU/ECT@ECT, Kevin Hannon/Enron Communications@Enron Communications, David Haug/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Rod Hayslett/FGT/Enron@ENRON, Stanley Horton/Corp/Enron@Enron, James A Hughes/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Larry L Izzo/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Steven J Kean/NA/Enron@Enron, Louise Kitchen/HOU/ECT@ECT, Mark Koenig/Corp/Enron@ENRON, Kenneth Lay/Corp/Enron@ENRON, John J Lavorato/Corp/Enron@Enron, Dan Leff/HOU/EES@EES, Danny McCarty/ET&S/Enron@Enron, Mike McConnell/HOU/ECT@ECT, Rebecca McDonald/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Jeffrey McMahon/HOU/ECT@ECT, Mark Metts/NA/Enron@Enron, Mark S Muller/HOU/EES@EES, Cindy Olson/Corp/Enron@ENRON, Lou L Pai/HOU/EES@EES, Ken Rice/Enron Communications@Enron Communications, Matthew Scrimshaw/LON/ECT@ECT, Jeffrey A Shankman/HOU/ECT@ECT, Jeffrey Sherrick/Corp/Enron@ENRON, John Sherriff/LON/ECT@ECT, Jeff Skilling/Corp/Enron@ENRON, Marty Sunde/HOU/EES@EES, Greg Whalley/HOU/ECT@ECT, Thomas E White/HOU/EES@EES, G G Garcia/NA/Enron@Enron, Marcia Manarin/SA/Enron@Enron, Susan Skarness/HOU/ECT@ECT, Stacy Guidroz/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Beena Pradhan/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Karen K Heathman/HOU/ECT@ECT, Sharron Westbrook/Corp/Enron@ENRON, Kay Chapman/HOU/ECT@ECT, Molly Bobrow/NA/Enron@Enron, Rosane Fabozzi/SA/Enron@Enron, Stephanie Harris/Corp/Enron@ENRON, Bridget Maronge/HOU/ECT@ECT, Nicki Daw/NA/Enron@Enron, Inez Dauterive/HOU/ECT@ECT, Carol Ann Brown/Enron Communications@Enron Communications, Elaine Rodriguez/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Cindy Stark/Corp/Enron@ENRON, Mary E Garza/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Maureen McVicker/NA/Enron@Enron, Joannie Williamson/Corp/Enron@ENRON, Vanessa Groscrand/Corp/Enron@ENRON, Suzanne Danz/Corp/Enron@ENRON, Tori L Wells/HOU/ECT@ECT, Cathy Phillips/HOU/ECT@ECT, Loretta Brelsford/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Sue Ford/HOU/ECT@ECT, Dolores Fisher/NA/Enron@Enron, Kathy McMahon/Enron Communications@Enron Communications, Karen Owens/HOU/EES@EES, Dorothy Dalton/Enron Communications@Enron Communications, Mercedes Estrada/Enron Communications@Enron Communications, Christina Grow/Corp/Enron@ENRON, Lauren Urquhart/LON/ECT@ECT, Sherri Sera/Corp/Enron@ENRON, Katherine Brown/Corp/Enron@ENRON, Liz M Taylor/HOU/ECT@ECT, Judy G Smith/HOU/EES@EES, Peggy McCurley/HOU/ECT@ECT, Marsha Schiller/HOU/ECT@ECT, Fiona Stewart/LON/ECT@ECT, Jana L Paxton/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Connie Blackwood/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Tammie Schoppe/HOU/ECT@ECT, Kimberly Hillis/HOU/ECT@ect, Jennifer Burns/HOU/ECT@ECT, Sharon Dick/HOU/EES@EES, Beverly Aden/HOU/EES@EES, Kathy Dodgen/HOU/EES@EES, Kerry Ferrari/LON/ECT@ECT, Carol Moffett/HOU/EES@EES, Jennifer Adams/Enron Communications@Enron Communications, Leah Rijo/Enron Communications@Enron Communications, Lucy Marshall/Enron Communications@Enron Communications, Kathy Campos/GPGFIN/Enron@ENRON, Julie Armstrong/Corp/Enron@ENRON, Kathryn Greer/HOU/EES@EES, Mrudula Gadade/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Brenda Castillo/NA/Enron@Enron
cc:

Subject: The Enron Corporate Policy Committee Retreat

Ken and Jeff have decided that the Enron Executive Committee Retreat will include only the Corporate Policy Committee this year. (See list of members below.) You may be holding the timeframe of January 16-18, 2001 on your calendar, which you can now free up if you are not on the committee.

The location of the retreat is under consideration. When a decision is made, we will get the information to the members of the Corporate Policy Committee. Departure for the retreat will be early afternoon on Tuesday, January 16 with return to Houston late afternoon on Thursday, January 18.

Please don't hesitate to call me if you have any questions at 713-853-6088.

Rosie

Enron Policy Committee

Baxter, Cliff
Causey, Rick
Derrick, Jim
Fastow, Andy
Frevert, Mark
Hannon, Kevin
Horton, Stan
Kean, Steve
Lay, Ken
Pai, Lou
Rice, Ken
Skilling, Jeff
Whalley, Greg",legitimate,train
spamassassin_easy_ham_01991.27c828be78e15dbf223bb3f3944508d6,spamassassin,Black entrepreneurs 'face bank bias',"URL: http://www.newsisfree.com/click/-4,8276087,215/
Date: 2002-09-26T13:42:57+01:00

*Business:* Black entrepreneurs face more problems in raising money for
start-ups than white or Asian counterparts, new report says.",legitimate,train
nazario_phishing-2022_152,nazario,Access Locked,"| | | |
---
| Client Name: | **N/A**
---|---
| Your Online Banking Has Been Suspended
---
This is an automated message. Please do not reply directly to this email.

Review the following and restore your account.
| | Hello,

You will not be able to Transfer/Withdraw funds from your account due to the following problems below:

| 1: | **Unverified Email Address**
---|---
2: | **Invalid Home Address**

We strongly advise you to **[Click Here And Restore Your Account](https://symposium.kedokteran.ums.ac.id/wp-admin/tax/updatetruist/)** before 48hrs of receiving this warning notification.

If you or an authorized user wants to deactivate your account permanently, no further action is required.

All Fields Are Required.

Thank you for choosing Truist.
__ | Need additional assistance with mobile or online banking? Visit help & support from the more menu in online banking or the mobile app. You can also make changes to your alerts preferences at any time in online banking or the app. If you found this email in your spam or junk, add [alertnotifications@message.truist.com](alertnotifications@message.truist.com) to your safe senders list.
---
____ Truist Client Commitment: Protecting your information and identity is our priority. Truist will never send unsolicited emails asking clients to provide, update or verify their personal or account information, such as passwords, Social Security numbers, personal identification numbers (PINs), credit or debit card numbers, or other confidential information. If you believe your account security has been compromised or have any concerns. Learn more about security at https://www.truist.com/fraud-and-security or privacy at https://www.truist.com/privacy. Truist Bank, Member FDIC. ÃÂ©2022 Truist Financial Corporation. Truist, SunTrust, BB&T;, Truist Purple, and the Truist logo are service marks of Truist Financial Corporation.
---
__",phishing,train
nigerian_397,nigerian,PLEASE READ,"FROM: DIAKA TSHOMBE

DEAR FRIEND,

MY GREETINGS TO YOU AND YOUR FAMILY AND I HOPE THIS
LETTER MEETS YOU IN GOOD HEALTH. I AM DIAKA TSHOMBE,
AIDE TO THE LATE PRESIDENT MOBUTU SESE-SEKO OF
ZAIRE NOW KNOWN AS DEMOCRATIC REPUBLIC OF CONGO
(DRC). I AM WRITING TO YOU IN GOOD FAITH BASED ON YOUR
PROFILE I RECEIVED FROM THE CHAMBER OF COMMERCE IN
NIGERIA.

I AM MOVED TO WRITE YOU THIS LETTER IN CONFIDENCE
CONSIDERING MY PRSENT CIRCUMSTANCE AND SITUATION AS
A WAR REFUGEE HERE IN NIGERIA. FEW WEEKS BEFORE
THE LATE PRESIDENT MOBUTU SESE-SEKO WAS FORCED OUT OF POWER, I WAS INSTRUCTED BY HIM TO MAKE AVAILABLE THE SUM OF
US$22MILLION WHICH WAS TO BE TRANSFERRED ABROAD AND
LODGED WITH A SECURITY COMPANY FOR SAFEKEEPING
DISCLOSED AS FAMILY VALUABLES IN MY NAME PENDING
FURTHER INSTRUCTIONS. TWO WEEKS LATER ON MAY 16
1997, PRESIDENT MOBUTU SESE-SEKO GAVE UP POWER TO THE
REBELS LED BY LAURENT KABILA, WHO WERE ADVANCING FROM
KISINGANI AND FLED TO TOGO FROM WHERE HE LATER MOVED
TO MOROCCO WHERE HE DIED ON SEPTEMBER 7, 1997 LESS
THAN FOUR MONTHS AFTER HE WAS FORCED OUT OF POWER.
HE WAS AGED 66 YEARS. I MANAGED TO ESCAPE TO NIGERIA WITH MY SON PATRICE, AGED 17 WHERE I AM PRESENTLY RESIDING AS A WAR REFUGEE SHORTLY AFTER THE CAPITAL CITY KINSHASHA WAS OVER RUN OVER BY REBELS. I LOST MY WIFE AND MY TWO CHILDREN, AND ALL MY POSSESSIONS DURING THE REBEL ONSLAUGHT ON THE CAPITAL CITY.

THE LATE MOBUTU SESE-SEKO DURING HIS 30 YEAR RULE
AMASSED A PERSONAL FORTUNE OF US$8BILLION WITH
HOUSES IN SWITZERLAND AND FRANCE. HOWEVER, THE INCUMBENT
PRESIDENT LAURENT KABILA MADE ARRANGEMENTS WITH THE
SWISS GOVERNMENT AND OTHER EUROPEAN COUNTRIES TO
FREEZE ALL HIS ASSETS AND CONFISCATE HIS PROPERTIES.
I THUS DECIDED TO LIE LOW IN AFRICA TO STUDY THE
SITUATION, UNTIL WHEN THINGS GET BETTER LIKE NOW
THAT PRESIDENT LAURENT KABILA IS DEAD AND HIS SON JOSEPH
KABILA HAS TAKEN OVER.

I HAVE BEEN IN TOUCH WITH THE SECURITY COMPANY
ABROAD WHERE THE MONEY IS STILL LODGED AS FAMILY VALUABLES.
THE FUNDS ARE SECURITY CODED TO PREVENT THEM FROM
KNOWING THE CONTENT. WHAT I WANT YOU TO DO IS TO
INDICATE YOUR INTEREST THAT YOU WILL ASSIST ME BY
RECEIVING THE MONEY ON MY BEHALF. ACKNOWLEDGE THIS
MESSAGE SO THAT I CAN GIVE YOU THE MODALITIES FOR
THE CLAIM OF THE FUNDS. MAY I AT THIS POINT EMPHASIZE
THE HIGH LEVEL OF CONFIDENTIALITY WHICH THIS BUSINESS
DEMANDS, AND HOPE YOU WILL NOT BETRAY THE TRUST AND
CONFIDENCE WHCH I HAVE REPOSED IN YOU.

IF YOU WANT TO ASSIST, I SHALL PUT YOU IN THE
PICTURE OF THE BUSINESS, TELL YOU WHERE THE FUNDS ARE
CURRENTLY BEIGN MAINTAINED AND ALSO DISCUSS OTHER
MODALITIES INCLUDING REMUNERATION FOR YOUR SERVICES.
I AM WILLING TO GIVE YOU A REASONABLE PERCENTAGE OF
THE MONEY AS SOON AS THE TRANSACTION IS CONCLUDED.

FOR THIS REASON, KINDLY FURNISH ME YOUR CONTACT
INFORMATION, WHICH IS YOUR PERSONAL TELEPHONE AND
FAX NUMBERS FOR CONFIDENTIAL PURPOSE AND ACKNOWLEDGE
RECEIPT OF THIS MAIL USING THE ABOVE EMAIL ADDRESS.

YOURS SINCERELY,

DIAKA TSHOMBE.

____________________________________________________________
Charle con sus amigos online usando CHAT 123 http://www.123.com/sp/chat/section.php?id_section=329",phishing,train
nigerian_3082,nigerian,"DEAR BELOVED,","DEAR BELOVED,

I am Sussan Adams

PLEASE ENDEAVOUR TO USE IT FOR THE CHILDREN OF GOD. I am the above named
person. I am married to Dr. Donald Adams A LIBERIAN but I?m now in Nigerian
General HOSPITAL taking treatment for my sickness, who worked with U.S embassy
in LIBERIAN for nine years before he died in the year 2000. We were
married for
eleven years without a child. He died after a brief illness that lasted for
only four days. Before his death we were both born again Christians. Since his
death I decided not to re-marry or get a child outside my matrimonial home
which the Bible is against.

When my late husband was alive he deposited the sum of$10.5 Million (Ten
Million five hundred thousand U.S.Dollars) with A Bank Presently, this
money is
still under the safe keeping of the Reserve FINANCE COMPANY Recently,
my Doctor
told me that I would not last for the next SEVEN months due to my cancer
problems.

Though what disturbs me most is my stroke.Having known my condition, I decided
to donate this fund to church or better still a Christian or muslim individual
That will utilize this money the way I am going to instruct here in. I want a
church that will use this fund on, orphanages, deaf and domb and poor widows
propagating the word of God and to ensure that the house of God is maintained.
The Bible made us to understand that blessed is the hand that giveth. I took
this decision because I don't have any child that will inherit this money and
my husband relatives are not Christians and I don't want my husband's hard
earned money to be misused by unbelievers. I don't want a situation where this
money will be used in an ungodly manner. Hence the reason for taking this bold
decision.

I am not afraid of death hence I know where I am going. I know that I am going
to be in the bosom of the Lord. Exodus 14 VS 14 says that the lord will fight
my case and I shall hold my peace. I don't need any telephone communication in
this regard because of my health because of the presence of my husband's
relatives around me always. I don't want them to know about this development.
With God all things are possible. As soon as I receive your reply I forward
your personal information, such as Your full name, Your full address,
with Your
telephone and fax number to my lawyer so that he will contact you as the legal
owner of my fund before the bank will be transferring the fund into your
nominated Bank Account in your country.

I will also issue you a letter of a authority that will back you up as
the real
next of kin and the original- beneficiary of my fund. I want you and
the church
to always pray for me because the lord is my shepherd,you will also promise me
that you will not seat on the fund when it gets into your bank account. My
happiness is that I lived a life of a worthy Christian. Whoever that wants to
serve the Lord must serve him in spirit and truth. Please always be prayerful
all through your life, any delay in your reply will give me room in serching
for a church or Christian individual for this same purpose. Please assure me
that you will act accordingly as I stated herein. Hoping to hear from you as
soon as possible.

Remain blessed in the name of the Lord.

Yours in Christ,

Mrs. Sussan Adams

Conectese mas rapido y ahorre hasta un 50%
Tel. 0909.2030 => $0,15 IVA incluido el minuto
______________________________________________________
http://www.internet.com.uy - En Uruguay somos internet",phishing,train
enron_kitchen-l_sent_items_388.,enron,RE: NY office,"We didn't manage to touch base. Let's try again next week

-----Original Message-----
From: Abramo, Caroline
Sent: Thursday, December 27, 2001 8:14 AM
To: Kitchen, Louise
Subject: NY office

Louise-
I'd like to talk to about my past and future efforts in NY in relation to NETCO. I will give you a call today.

Kind Regards,
Caroline",legitimate,train
spamassassin_easy_ham_00347.f133df7e59af41ba1c596e60dde9dc48,spamassassin,Re: Canadians,"Gary Lawrence Murphy:
>If we had more variety of franchise food than
>the Wendys/KFC/PizzaHut/TacoBell/TimHorton's monopoly .. The USA is a
>nation founded on creative free enterprise entrepreneurs; Canada
>is a nation built on monopolies.

Things aren't all that bad. I remember Vancouver
as having a broad variety of good, local eateries.
And Toronto as having a variety of good, local
strip joints. ;-) I never ate a doughnut in
Canada, so I cannot vouch for their quality. I
could live in either of these cities quite happily,
but Carolyn doesn't like cold weather.

Personally, I almost never eat at a franchise
restaurant. Usually you can find better fare or
cheaper fare (and often both!) at a local
restaurant.

_________________________________________________________________
Join the world\ufffds largest e-mail service with MSN Hotmail.
http://www.hotmail.com",legitimate,train
enron_ermis-f_inbox_670.,enron,P&L estimates,"Good morning,

In an effort to smooth out some of the problems we have seen in the past, I would like to start getting a P&L estimate from each of you nightly to try to prevent any unnecessary surprises in the mornings. I will then expect my group to contact you before they leave at night if it is above or below your estimates, or range you give them.

This will certainly help us all avoid any fire drills the next day.

If you have any concerns about this please let me know, otherwise, your book admins will be calling you or stopping by your desks around 3:00 daily to get this estimate.

Thanks,
Kam

x3-5781",legitimate,train
spamassassin_easy_ham_2_01070.50c7556d0cd6e87708333240fa89ed06,spamassassin,Re: Al'Qaeda's fantasy ideology: Policy Review no. 114,">There is a hot dispute about the original size of the indigenous
>population, but the evidence for a high density in the Mexican area is
>sound. It was up here in the North or in the Amazon where I'm a little
>more suspicious of very high upward revisions.

Right, there was definitely a relatively high density in Mexico, and
much less elsewhere. Population estimates vary wildly and about all
your average skeptic can do is take geometric means to get ballpark
figures. While Central America may have had 20 or 30 million, vast
areas of South America were uninhabited and other places very
sparsely e.g., the plains Indians in what is now the U.S. may have
been 2 million or so.

There are those who claim that the Mexican population declined from
20 something million to circa 8 or 10 million in the 16th century,
certainly, in part due to infectious diseases new and old, and other
factors, and was probably in decline before contact. Others claim it
declined from 80-ish million to 3 or 4 million and somehow deduce 95%
mortality from imported diseases, and have a pretty clear agenda which
makes me (for one) take their claims with a large grain of salt.

About all that is certain is that anyone alive in 1500 was dead in 1600,
in the Americas or elsewhere.

R
http://xent.com/mailman/listinfo/fork",legitimate,train
enron_jones-t_sent_items_145.,enron,FW: Norwegin Energy and First Energy,"tom,

All of this relates to a broker Bob Shults wants to open up to trade on EOL. When you have a minute can you give me or Mark a call so we can sort out who we want to trade with. Thanks.
-----Original Message-----
From: Greenberg, Mark
Sent: Tuesday, October 09, 2001 8:59 AM
To: Jones, Tana
Subject: Norwegin Energy and First Energy

Tana -

I spoke to Joe Wright at APB this morning. Here is the rub on this matter:

- APB has a $500K LC outstanding to cover the US trading
- Norwegin Energy Brokers - AS is a brokerage house trading in Nordic/EU areas (mostly in Scandinavian countries)
- First Energy Brokers - AS was formed by NEB for purposes of trading in the Netherlands (not sure of the timing)
- NEB owns a large stake in FEB, but not all of the entity.
- APB is currently a 23% owner of NEB (thus indirectly owning a piece of FEB)
- APB is looking to purchase the balance of the ownership of NEB which is CONFIDENTIAL (seeking to close sometime later this month)
- Joe indicated his thought that, post-NEB purchase, there is a good chance that NEB and FEB will be merged
- Joe also indicated that it would not be a problem for the APB LC to be expanded to these entities - if this is what credit would need.

I do not know if we have any history with either NEB or FEB, but I am sure we need to talk to credit to figure out what is needed in order for the trading to take place. Can you follow this up or do you want me to do so?

Thanks.

Mark",legitimate,train
enron_germany-c_sent_items_634.,enron,Gifts,"I just sent this to goodell so i wanted you to see what i got for Immer.

got a basket with a bunny in it, a big butterfly looking thing, a snickers bar, 2 caramel eggs, a baby binky, a mini mm candy dude - green, a double phone jack. and seperately, a tiger (pooh) hand puppet. phone jack is for me but im putting it in the basket.

so im gonna put her pedicure gift certificate at urban retreat in the easter basket. i also got a happy b-day mylar baloon.",legitimate,train
