id,source,subject,text,label
spamassassin_easy_ham_00088.945614c3f6213f59548ab21306451675,spamassassin,[ILUG] VPN implementation,"I need to setup a VPN between a few sites. From what I've read, the the
choices come down (on the Linux side) to IPsec (using FreeSWAN) or CIPE.
It seems that FreeSWAN is 'better', being an implementation of IPsec which
is a standard. However, CIPE does the job as well for Linux clients and is
somewhat simpler to setup.

The problem is that it's not a pure Linux situation - a couple of the sites
run OS-X. I'm pretty sure that I'll be able to find an implementation of
IPsec for OS-X, but I think CIPE is Linux only.

So, the question is for those of you have have implemented BOTH - is there a
significant difference in setup time and hassle between CIPE and FreeSWAN ?
If CIPE is going to be much easier than dealing with FreeSWAN (and whatever
on the OS-X sites) then I'll simply get a Linux box for each of the remote
sites - with the low price of hardware, it doesn't take much more complexity
in software to make buying hardware to use simpler software economic.

Niall

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00089.c31c9b44b66c440d6b39c5f8841ed43b,spamassassin,[ILUG] The Age Old 'Which Mailer' Question,"I am trying to manage the email for a domain which I have hosted with
hosting365, and am trying to get the whole email send and receive thing
working nice and easily.
At the moment I have configured Fetchmail to poll the different pop3
mailboxes and deliver the mail accordingly, although it appears that I have
to have only one unix user being able to receive from each pop3 mailbox.
This could be a limitation of the fetchmailconf programme, I'm not sure, but
It would be much handier if I could just tell it to collect all of the mail
from the different mailboxes, and then deliver it locally according to the
""To:"" header instead of the pop3 mailbox it came from.
The other issue I am having is sending outgoing mail.  I have been trying to
use sendmail, but am finding it to be an absolute pain in the posterior, and
when the relay server will only accept outgoing connections if I have
checked for incoming mail in the last twenty minutes, and I don't know how
to set sendmail to run a command before it sends out the mail.  Do any of
the outgoing mailer programs, exim or postfix or whatever, have a 'nice'
configuration interface, or do they all have nice friendly configuration
files like sendmail.

Any suggestions of alternative solutions would be much appreciated.  There
are only three or four email addresses in my domain, and setting it up for
scheduled collection and either scheduled or immediate delivery would do me
fine.

Thanks,

David.

David Hamilton
Senior Technical Consultant
HP Ireland

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00090.3af9d04b3ade1077fce4fb224ebf38cb,spamassassin,[ILUG] What HOWTOs for SOHO system,"Hi All,
I'm trying to set up the following:

1. A Linux server running with a modem for internet connectivity and an
ethernet card for LAN connectivity
2. Other LAN pcs with ethernet cards, using the Linux server for
DNS/DHCP etc.

Basically, I want to route any non LAN traffic through the ppp0.

I've got some of the way, but like a similar post earlier about modem
problems, when I am connected to the internet with eht0 up, the routing
is all incorrect and noting goes out through ppp0 (eh0 must be the
default route or something).

Is there standard ""out of the box"" Linux tools that will carry out
portmapping on behalf of the LAN PCs ?  (I'm planning on non routable
addresses 192.168.x.x for the LAN, routed outwards via the ppp0
interface).

Can someone point me at the right HOWTOs or routing documentation I need
to follow ?
Thanks,
Dermot.

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00091.abb1965e279e4365f1ef31e4878c5d14,spamassassin,RE: [ILUG] What HOWTOs for SOHO system,"Hi Dermot, if have a look at one of the dists. like www.smoothwall.org, it
will save you lots of time and effort, and should do eveything you want.

Justin

> -----Original Message-----
> From: ilug-admin@linux.ie [mailto:ilug-admin@linux.ie]On Behalf Of
> Dermot Daly
> Sent: Monday, September 02, 2002 11:46 AM
> To: ilug@linux.ie
> Subject: [ILUG] What HOWTOs for SOHO system
>
>
> Hi All,
> I'm trying to set up the following:
>
> 1. A Linux server running with a modem for internet connectivity and an
> ethernet card for LAN connectivity
> 2. Other LAN pcs with ethernet cards, using the Linux server for
> DNS/DHCP etc.
>
> Basically, I want to route any non LAN traffic through the ppp0.
>
> I've got some of the way, but like a similar post earlier about modem
> problems, when I am connected to the internet with eht0 up, the routing
> is all incorrect and noting goes out through ppp0 (eh0 must be the
> default route or something).
>
> Is there standard ""out of the box"" Linux tools that will carry out
> portmapping on behalf of the LAN PCs ?  (I'm planning on non routable
> addresses 192.168.x.x for the LAN, routed outwards via the ppp0
> interface).
>
> Can someone point me at the right HOWTOs or routing documentation I need
> to follow ?
> Thanks,
> Dermot.
>
> --
> Irish Linux Users' Group: ilug@linux.ie
> http://www.linux.ie/mailman/listinfo/ilug for (un)subscription
> information.
> List maintainer: listmaster@linux.ie
>
>
>

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00092.7ecc7d565565fbe466bfc8db6e456f9d,spamassassin,[ILUG] Email list management howto,"I think I'll ask this question again, as I sent on friday afternoon.  :-)

Justin

> Hi,
>
> Can anyone point me to a howto on running mailing lists. Not looking for
> anything that is  package specific, but rather something that
> gives general
> info on the various Email headers and dealing with returned
> mails, errors in
> transport etc..
>
> Thanks
>
> Justin

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00093.ee758841ef674e30d7d36f22fffeaeb6,spamassassin,Re: [ILUG] Serial number in hosts file,"Ray Dermody's [DERMODYR@ITCARLOW.IE] 20 lines of wisdom included:
> Hi All,
> The serial number in our hosts files on our DNS server has gone
> corrupt e.g. 2002082999999999901 should be 20002082901.
> Its okay to set this back to todays date but I understand that our
> secondary and terninary DNS servers will only update from the master
> hosts file if the master host serial number is greater than the current
> serial number in the hosts file.
> Is there any way I can reset this on the secondary and terninary DNS
> servers?

Once you have the serial changed on the master DNS server, remove
the appropiate zone(s) on your slaves, and refresh your DNS servers.

Bind has a special case, if you set the serial to '0' I think. DNS &
Bind should have something on that.

--
Philip Reynolds
RFC Networks          tel: 01 8832063
www.rfc-networks.ie      fax: 01 8832041

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00094.ef72156b3ba9ff0fc5fedc2125ceb736,spamassassin,Re: [ILUG] Email list management howto,"-----BEGIN PGP SIGNED MESSAGE-----

Vincent Cunniffe wrote:
| Justin MacCarthy wrote:
|
|> I think I'll ask this question again, as I sent on friday afternoon.
:-)
|
|
| Mailman ;-)
|
| Trust me, you do *not* want to running your own mailing lists
| on your own software.
|
| You'll wind up crying in a dark room looking for something
| high-voltage to stick your fingers into.

All things considered, I get that effect with Mailman, but the viable
alternatives are ezmlm, which is loonware and I'm avoiding on principle,
and majordomo, which seems to have stagnated. Oh, and there's apparently
something called SmartList which is a bitch to set up.

Waider.
- --
waider@waider.ie / Yes, it /is/ very personal of me
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1.0.6 (GNU/Linux)
Comment: Using GnuPG with Mozilla - http://enigmail.mozdev.org

iQEVAwUBPXNE16HbXyzZsAb3AQH2KQf/XqeOMaHNXAlzbmgd5iYd9VQaAgWAR2DQ
kdpz0NbECR2OS7PJoLY9lsPKgNshpJcDZIRsxJvXmfp5YRNq0AyP0HGGwRvWgjgB
0N9HG/Rgez7S5RhU79RAuhpFb9XO1XzMI0gSkDHSGefQsUOAZ69vZVLLsiRiyHFy
4u+vrPVTP0rYR7haX41JXu42GVWfT2K2DDFftAimqGCsJnu2MXcMI/Ptq1rtxhXD
WZhxCR+FAwirEk8Yz9Drl8+gJL0YJQFSoWumQzqLKKutx1lJvv7OS4yDjGRaQpxm
Jmq8lifudZayccbixx7ZcXMSlpP4C45Wj5XJSYW8RCjU1bgxTqhMbQ==
=eG8X
-----END PGP SIGNATURE-----

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00095.24caf7db5c45203f312f742f49385618,spamassassin,Re: [ILUG] Email list management howto,"Justin MacCarthy wrote:
> I think I'll ask this question again, as I sent on friday afternoon.  :-)

Mailman ;-)

Trust me, you do *not* want to running your own mailing lists
on your own software.

You'll wind up crying in a dark room looking for something
high-voltage to stick your fingers into.

Regards,

Vin

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00096.3517ca839b03cdf37c14ff9b3667dd98,spamassassin,Re: [ILUG] Serial number in hosts file,"-----BEGIN PGP SIGNED MESSAGE-----
Hash: SHA1

Your actual serial number is 1519761310 - from a dig I've just done.

Try resetting the zone number to 2002082901 - some of your secondaries seem
to have a serial number below that, so they clearly regard 1519761310 as
being less than 2002082601.

That should enable them to pick up the new zonefile.

T.

At 11:49 02/09/2002 +0100, Ray Dermody wrote:
>Hi All,
>The serial number in our hosts files on our DNS server has gone
>corrupt e.g. 2002082999999999901 should be 20002082901.
>Its okay to set this back to todays date but I understand that our
>secondary and terninary DNS servers will only update from the master
>hosts file if the master host serial number is greater than the current
>serial number in the hosts file.
>Is there any way I can reset this on the secondary and terninary DNS
>servers?
>
>Ray Dermody
>Computing Services Technician
>I.T. Carlow
>0503 76271
>
>
>--
>Irish Linux Users' Group: ilug@linux.ie
>http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
>List maintainer: listmaster@linux.ie

VIA NET.WORKS Ireland is a wholly owned Limited Irish Company.
Although connected to the VIA Global Network, VIA NET.WORKS Ireland
is separate from and is not owned by VIA NET.WORKS Inc. or any
member of the VIA NET.WORKS Inc. Group.
-----BEGIN PGP SIGNATURE-----
Version: PGPfreeware 7.0.3 for non-commercial use <http://www.pgp.com>

iQA/AwUBPXNFo76WYZbx1eG3EQLfNwCfakNapOkbg26j1jqQQEHgIWFd4s0AoP4J
GLBtgr1K8fzYlnnRNcfT3fSt
=Rurr
-----END PGP SIGNATURE-----

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00097.e8e276c07ee885c4b8d904c1414412e5,spamassassin,[ILUG] Damian Conway in Belfast...,"Hi All,

Damian Conway is in Belfast this week. He will be giving two talks:

o Perl 6 - Tuesday, 3rd September, 7pm, Jury's, Belfast
o Quantum::Superpositions - Thursday, 5th September, 7pm, Jury's, Belfast

He is also doing training courses...
http://www.kasei.com/training/damian/

Wesley.

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00098.90c05d1ad65ea3fa796bfa2808f71052,spamassassin,[ILUG] Marketing SIG has a good start :),"|::::::::::::::::::::::::::::::::::::::::::::::::::|

IT's Monday 520      02 September 2002

|::::::::::::::::::::::::::::::::::::::::|

STUDENT LIFE BEGINS WITH LINUX
by
John Sterne

The launch last month of a marketing special interest group by the
Irish Linux Users Group (ILUG)  -  open source and marketing, it
seems, might not be mutually exclusive concepts  -  has already
sparked an interesting initiative at University College Cork.  When
the new academic year begins at UCC, every incoming student will
be offered a copy of Red Hat Linux 7.3.

ILUG member Braun Brelin proposed this promotion, when he ran a
training class for staff at the UCC computer science department.
Brelin, who is the director of technology at OpenApp, says that the
Linux offer could be extended to any or all of the other Irish
universities.

The user group is tapping into an international Red Hat programme
that aims to introduce students at all levels to the open source
style of computing.  The Linux distributor runs an 'educational
channel' to reach this audience, bundling educational software
with its operating environment and offering networked support
services to eligible applicants.  This scheme was originally designed
to suit the educational structures in the US, but is now available to
schools and universities throughout the world.

Red Hat Linux 7.3 incorporates ease of use and maintenance
features and is intended to counter objections that Linux is hard to
master on personal systems.

The Linux-for-all project at UCC could also raise the profile of Red
Hat Ireland.  Based in Cork, this operation has run shared financial
services for other Red Hat offices in Europe since 2000.  Until now
its involvement with users in Ireland has been fairly limited,
although it does sometimes refer them to other Red Hat offices in
Europe that offer consulting or technical support services.

David Owens, Red Hat's director of global logistics and production,
sees the formation of the ILUG marketing group as a reason to take
a more proactive approach.  In the last three months, he notes, his
office in Cork has received more and more calls from Irish
companies that are interested in adopting Linux and has introduced
some to Red Hat pre-sales consultants.

-------------
Many thanks are due to Braun and David for working together on this one.

Regards
L.

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00099.beef92f5eeeed3e40c1facf42809d510,spamassassin,RE: [ILUG] Redhat 8.0,"I just saw the ISOs on an internal server here and was tempted....

D.

-----Original Message-----
From: John P. Looney [mailto:valen@tuatha.org]
Sent: Monday, September 02, 2002 3:45 PM
To: HAMILTON,DAVID (HP-Ireland,ex2)
Cc: 'ilug@linux.ie'
Subject: Re: [ILUG] Redhat 8.0

On Mon, Sep 02, 2002 at 03:22:54PM +0100, HAMILTON,DAVID (HP-Ireland,ex2)
mentioned:
> Does anyone know when Redhat 8.0 is going to be released?
> I have seen some ISO images of it around and I am trying to work out
> if it's near release.

Null, the third beta was out last week.

It'll be an interesting release. Gnome 2.0, and GCC 3.2 - both very new,
large projects.

I'd not be putting it on any production machines for a while...

Though many say ""RedHat X.0 releases are rubbish"" - it's worth baring in
mind that they jump a release when the underlying archtechture changes, not
just the installer, so they are .0 for a reason.

Kate

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00100.f070e3aaa7f475f95589b1900ff58d26,spamassassin,[ILUG] freeserve in the uk?,"ok, so if i was in the uk for a wekk, how might i configure my laptop to
dial in to a freebie isp?  redhat's internet connection wizard actually
has settings for uk isp's, but freeserve is the only one i recognize
and it doen't seem to work.

has anyone here done this?

kevin

--
kevin@suberic.net     that a believer is happier than a skeptic is no more to
fork()'ed on 37058400    the point than the fact that a drunken man is happier
meatspace place: home       than a sober one. the happiness of credulity is a
http://ie.suberic.net/~kevin   cheap & dangerous quality -- g.b. shaw

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00101.216942b87258b063ec2d7b7981ee2454,spamassassin,Re: bad DCC traffic from e-corp.net,"Vernon,

I'm changing the instructions in the SpamAssassin INSTALL file
right now to:

tar xfvz dcc-dccproc.tar.Z
cd dcc-dccproc-X.X.X
./configure && make && make install
cdcc 'info'

Let me know ASAP if that's innapropriate, since we're shipping
2.40 today!

C

On Monday, September 2, 2002, at 10:02  AM, Vernon Schryver wrote:

>> Here are the instructions in the spamassassin README:
>>
>>     # tar xfvz dcc-dccproc.tar.Z
>>     # cd dcc-dccproc-X.X.X
>>     # ./configure && make && make install
>>     # cdcc 'new map'
>>     # cdcc 'add dcc.rhyolite.com'
>>     # cdcc 'info'
>
> That's ok, except that the 'new map' and ""add dcc.rhyolite.com'
> are respectively unnecessary and wrong.  The map file that comes
> with the source points to localhost and dcc.dcc-servers.net.  Those
> two shipped entries usually do the right thing if there is a local
> server.  If there is no local server or if the local server fails,
> requests are instantly sent to one of the public server names listed
> in the main DCC web page at
> http://www.rhyolite.com/anti-spam/dcc/ and http://www.dcc-
> servers.net/dcc/
> dcc.rhyolite.com has not been listed for months.",legitimate
spamassassin_easy_ham_00102.b18fa07ca9504cfc39be46ba8376ee7d,spamassassin,RE: [ILUG] VPN implementation,"On September 2, kialllists@redpie.com said:
> OS-X is linux
>

Er, no it's not. It's kinda BSD-related, but it's definitely not
Linux.

Waider.
--
waider@waider.ie / Yes, it /is/ very personal of me.

""Since I am project leader, I must not be permitted to go insane.""
- Theo de Radt

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00103.23abe7cbe651a970e2dc6cc531c268a3,spamassassin,RE: [ILUG] Drop in replacement for Ingres Database?,"> From: Paul Linehan [mailto:plinehan@yahoo.com]
>
> There are two open alternatives that I can think of
> that don't appear to have been mentioned
> elsewhere in this thread.
>
>
> One is Firebird (this is my personal favourite).
> It is http://FirebirdSQL.org and you can
> purchase support contracts here
> www.ibphoenix.com.

Indeedy - I had never even heard of firebird until we started a new job
last week with a client who uses it.  So we popped it onto a box
downstairs and wow - it is fast.  Comes with some lovely client tools
also.  Supports all the db goodies, transactions, stored procedures,
triggers.

> It's really amazing to think how much they've got
> out of a db that is only 4 MB in size - that's 10
> times smaller than the Oracle *_client_*.
>
>
> Having said all of the above, Oracle is really
> a super product, but ya pays ya money...
>
IBM's db2 is another cheaper alternative to Oracle.  Free single
developer license downloadable from their website.

Fergal.
--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00104.1a66c829aa9b0883591a2e8266c18bb2,spamassassin,[ILUG] serial port transient failure,"Here's a weird and wacky problem:

I'm currently out of the country with my trusty Evo N600c laptop. When I
tried to use the serial port to talk to my mobile phone, Linux behaved
pretty much as if the port was fried. Bizarre, I thought, because I'd
used it successfully while in the office. The only difference was that I
was trying the thing in the hotel. I entertained brief notions of having
somehow fried the serial drivers, then rebooted the laptop to Windows
and tried again. Worked perfectly. Back to Linux. Still not talking.
Considered that it might be flaky power, so I ran the laptop on battery.
Nope. Tried moving the laptop to a differnet part of the room where
there might be less bogon flux. Still not working. Eventually I gave up
and used the IrDA port instead - which is usually the serial connection
of doom, grief, and teeth-grinding.

This morning, in the office, the damn thing is working without a hitch.

Anyone like to suggest what mystery technology is in use in the hotel
that prevents serial ports from working under Linux?

Cheers,
Waider.
--
waider@waider.ie / Yes, it /is/ very personal of me

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00105.00d508c7c037170e597798385b380a80,spamassassin,Re: [ILUG] rpm dependencies,"On Sat, Oct 05, 2002 at 06:06:14PM +0100, Padraig Brady mentioned:
> OK I'm upgrading vorbis on my machine and I'm getting
> the following:
>
> # rpm -U libvorbis-* vorbis-tools-1.0-1.i386.rpm
> error: failed dependencies:
> 	libvorbisfile.so.0   is needed by SDL_mixer-1.2.0-4
> 	libvorbisfile.so.0   is needed by xmms-1.2.5-7
> 	libvorbisfile.so.0   is needed by tuxracer-0.61-5
>
> This is because the new libvorbis.rpm only has libvorbisfile.so.3
> So is this a problem in the other packages depending on
> a specific version (libvorbisfile.so.0) rather than on the
> generic libvorbis.so ?

This is a pain.

The only way you can resolve this, to my knowledge is to download the
original libvorbis rpm and the new one. Remove the old one, then do:

rpm -Uvh libvorbis-*

RPM then assumes that you want both versions installed at the same time,
and does so. Why you can't do this after you have one library already
installed is beyond me.

Kate

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00106.d8f1a8de1b70767b3dbf5ce810da67fd,spamassassin,Re: [ILUG] rpm dependencies,"John P. Looney wrote:
>  The only way you can resolve this, to my knowledge is to download the
> original libvorbis rpm and the new one. Remove the old one, then do:
>
>  rpm -Uvh libvorbis-*
>
>  RPM then assumes that you want both versions installed at the same time,
> and does so. Why you can't do this after you have one library already
> installed is beyond me.

Does using the --oldpackage flag help your pain, or is your pain caused
by ""Obsoletes"" flags?

Cheers,
Waider.
--
waider@waider.ie / Yes, it /is/ very personal of me

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00107.787086c3c593b9e2335199019b130158,spamassassin,Re: [ILUG] Interesting article on free software licences,"David Neary said:
>
> For the francophones among you, this article is a summary of the
> reasons why most free software licences (and the GPL in
> particular) are not valid in France.
>
> http://www.linuxfrench.net/article.php3?id_article=1043
>
> Google translation (hard to read most of the time, but good
> enough to pick up the gist)
>
> http://makeashorterlink.com/?U26B52602
>
> In brief, in an international contract, when mentioning copyright,  you
> must mention under which jurisdiction's laws the copyright
> is applied. French law requires the licence to be available in
> French (the GPL isn't). And French law requires that for a
> contract to be valid, it must not breach existing law. Also under
> French law, the copyright holder automatically retains the right
> to change the licence, which means that French law is in conflict
> with the GPL, which requires authorisation from all authors
> before a licence change is allowed.
>
> Also there's some stuff about French consumer law forbidding sale
> without guarantee of anything, so software delivered as-is
> breaches consumer law in France. But I didn't really follow that.

My French is a bit iffy these days, but if this is true, does it not also
nullify Microsoft, Adobe and WinZip licences amongst most others? These all
claim no liability, no guarantees (M$ say delivered ""with all faults"", so
at least they are honest).

/Ciaran.

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00108.9ab147c83812fc34f69032c40df5a21f,spamassassin,[ILUG] Retrieving read mail from webmail.eircom.net via POP ?,"Is there a way to get my read email downloaded off webmail.eircom.net.

I've been reading the emails using the web based interface. But I've
reached my quota limit. There doesn't seem to be any way to get the
emails off the server. I can connect to the account using POP, but that
only retrieves unread emails. There's also no way to mark emails as
unread from the html interface.

Is there a way I can use fetchmail perhaps to get it to pull down all
the emails and remove them off the server.

It's been years since I've used fetchmail, I don't recall be able to do
this.

Any other suggestions welcome. There's a few hundred email so I don't
fancy going through each one forwarding it to another account.

Glen

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00109.bcb73e4561798e05f2299471ab0be1bb,spamassassin,Re: [ILUG] Retrieving read mail from webmail.eircom.net via POP ?,"Seems fetchmail has a -a switch to get it all.

Just need to install fetchmail now :)

Glen

On Mon, 2002-10-07 at 10:17, Stephane Dudzinski wrote:
> Funny enough, that also happened to a Friend of mine who uses both the
> web interface and a pop client. Last time i tried to send a picture
> which was around 100k, it got denied saying that quota was exceeded.
> When he looked at his account on the web, it mentionned 5 MB free, so i
> have no idea what they're playing at ...
>
> Doesn't really help but just wanted to confirm the problem.
>
> Steph
>
> On Mon, 2002-10-07 at 10:10, Glen Gray wrote:
> > Is there a way to get my read email downloaded off webmail.eircom.net.
> >
> > I've been reading the emails using the web based interface. But I've
> > reached my quota limit. There doesn't seem to be any way to get the
> > emails off the server. I can connect to the account using POP, but that
> > only retrieves unread emails. There's also no way to mark emails as
> > unread from the html interface.
> >
> > Is there a way I can use fetchmail perhaps to get it to pull down all
> > the emails and remove them off the server.
> >
> > It's been years since I've used fetchmail, I don't recall be able to do
> > this.
> >
> > Any other suggestions welcome. There's a few hundred email so I don't
> > fancy going through each one forwarding it to another account.
> >
> > Glen
> >
> >
> >
> >
> > --
> > Irish Linux Users' Group: ilug@linux.ie
> > http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
> > List maintainer: listmaster@linux.ie
> --
> ______________________________________________
> Stephane Dudzinski       Systems Administrator
> NewWorldIQ            	     t: +353 1 4334357
> www.newworldiq.com           f: +353 1 4334301
>
> --
> Irish Linux Users' Group: ilug@linux.ie
> http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
> List maintainer: listmaster@linux.ie

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00110.1e36beebd2dffe60b0d8f68d82bde52c,spamassassin,Re: [ILUG] adsl router modem combo,"It seems to only support PPPoA and not PPPoE. You need one that supports
PPPoE, if you want torun it in routed IP mode. If you are using it as a
bridge, it'll probably work, but you'd be left leaving the computer on,
which would defeat the purpose of getting a router.

The best router I've come accross is the Zyxel 643. Eircom supply this,
but if you have alook online you can probably find it cheaper to buy
online from America or the UK.

Hope this is useful,
Joe

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00111.a478af0547f2fd548f7b412df2e71a92,spamassassin,Re: [ILUG] Interesting article on free software licences,"On Mon, Oct 07, 2002 at 09:43:11AM +0100, Ciaran Johnston wrote:

> > Also there's some stuff about French consumer law forbidding sale
> > without guarantee of anything, so software delivered as-is
> > breaches consumer law in France. But I didn't really follow that.
>
> My French is a bit iffy these days, but if this is true, does it not also
> nullify Microsoft, Adobe and WinZip licences amongst most others? These all
> claim no liability, no guarantees (M$ say delivered ""with all faults"", so
> at least they are honest).

Apparently the angle on this (i.e. selling without guarantee) is that
software is not a product which is sold but a service which is licensed - at
least that's what I remember reading about how M$ gets away with providing
no guarantee in the U.S. If you're feeling rather deep pocketed, you could
always try suing M$ to get a court's view on the matter.

Niall
--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00112.55ec2d4a4203ff075f5570bdac744550,spamassassin,[Same thread ish] [ILUG] adsl router modem combo,"having great fun trying to find a dumb ADSL modem with Ethernet
presentation, everybody wants to sell routers but I intend on doing pppoe
from another device, something with more than one Ethernet port would be
nice.
anybody got any recommendations ?

Uly

----- Original Message -----
From: <joefitz@netsoc.ucd.ie>
To: <decdelmur@iol.ie>
Cc: <ilug@linux.ie>
Sent: Monday, October 07, 2002 10:35 AM
Subject: Re: [ILUG] adsl router modem combo

> It seems to only support PPPoA and not PPPoE. You need one that supports
> PPPoE, if you want torun it in routed IP mode. If you are using it as a
> bridge, it'll probably work, but you'd be left leaving the computer on,
> which would defeat the purpose of getting a router.
>
> The best router I've come accross is the Zyxel 643. Eircom supply this,
> but if you have alook online you can probably find it cheaper to buy
> online from America or the UK.
>
> Hope this is useful,
> Joe
>
>
> --
> Irish Linux Users' Group: ilug@linux.ie
> http://www.linux.ie/mailman/listinfo/ilug for (un)subscription
information.
> List maintainer: listmaster@linux.ie
>

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
